source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
Substrate_comp_Rapid_Method_Polypropylenechip_3a	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	single cell	cellenONE	Substrate_comp_Rapid_Method_Polypropylenechip_3a	1	94	Substrate_comp_Rapid_Method_Polypropylenechip_3a	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	Substrate_comp_Rapid_Method_Polypropylenechip_3a.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/Substrate_comp_Rapid_Method_Polypropylenechip_3a.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
3_DDM_only_3A6_channel1	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	single cell	cellenONE	3_DDM_only_3A6_channel1	1	95	3_DDM_only_3A6_channel1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	3_DDM_only_3A6_channel1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/3_DDM_only_3A6_channel1.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
DDMandDTT_1stepmix_2C10_blank_channel1	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	empty	cellenONE	empty	0	96	DDMandDTT_1stepmix_2C10_blank_channel1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	DDMandDTT_1stepmix_2C10_blank_channel1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/DDMandDTT_1stepmix_2C10_blank_channel1.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
empty_1stepmix_1B3_channel1	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	empty	cellenONE	empty	0	97	empty_1stepmix_1B3_channel1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	empty_1stepmix_1B3_channel1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/empty_1stepmix_1B3_channel1.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
10ng_QC_1_channel2	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	bulk control	cellenONE	10ng_QC_1_channel2	not applicable	98	10ng_QC_1_channel2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	10ng_QC_1_channel2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/10ng_QC_1_channel2.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Substrate_comp_Standard_Method_NanoPOTSchip_2a	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	bulk control	cellenONE	Substrate_comp_Standard_Method_NanoPOTSchip_2a	not applicable	99	Substrate_comp_Standard_Method_NanoPOTSchip_2a	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	Substrate_comp_Standard_Method_NanoPOTSchip_2a.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/Substrate_comp_Standard_Method_NanoPOTSchip_2a.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
1_DDMDTT_1C1_channel1	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	single cell	cellenONE	1_DDMDTT_1C1_channel1	1	100	1_DDMDTT_1C1_channel1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	1_DDMDTT_1C1_channel1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/1_DDMDTT_1C1_channel1.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Tryp_LysC_only_1stepmix_2B5_channel2	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	single cell	cellenONE	Tryp_LysC_only_1stepmix_2B5_channel2	1	101	Tryp_LysC_only_1stepmix_2B5_channel2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	Tryp_LysC_only_1stepmix_2B5_channel2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/Tryp_LysC_only_1stepmix_2B5_channel2.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
DTT_only_1stepmix_2A9_channel1	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	single cell	cellenONE	DTT_only_1stepmix_2A9_channel1	1	102	DTT_only_1stepmix_2A9_channel1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	DTT_only_1stepmix_2A9_channel1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/DTT_only_1stepmix_2A9_channel1.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Substrate_comp_nanoPOTSChip_Rapid_Method_5c	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	single cell	cellenONE	Substrate_comp_nanoPOTSChip_Rapid_Method_5c	1	103	Substrate_comp_nanoPOTSChip_Rapid_Method_5c	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	Substrate_comp_nanoPOTSChip_Rapid_Method_5c.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/Substrate_comp_nanoPOTSChip_Rapid_Method_5c.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Substrate_comp_Standard_Method_NanoPOTSchip_2b	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	bulk control	cellenONE	Substrate_comp_Standard_Method_NanoPOTSchip_2b	not applicable	104	Substrate_comp_Standard_Method_NanoPOTSchip_2b	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	Substrate_comp_Standard_Method_NanoPOTSchip_2b.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/Substrate_comp_Standard_Method_NanoPOTSchip_2b.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Substrate_comp_Standard_Method_NanoPOTSchip_2c	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	bulk control	cellenONE	Substrate_comp_Standard_Method_NanoPOTSchip_2c	not applicable	105	Substrate_comp_Standard_Method_NanoPOTSchip_2c	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	Substrate_comp_Standard_Method_NanoPOTSchip_2c.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/Substrate_comp_Standard_Method_NanoPOTSchip_2c.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2_DDMDTT_2C1_channel2	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	single cell	cellenONE	2_DDMDTT_2C1_channel2	1	106	2_DDMDTT_2C1_channel2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2_DDMDTT_2C1_channel2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/2_DDMDTT_2C1_channel2.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
empty_1stepmix_2B3_channel1	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	empty	cellenONE	empty	0	107	empty_1stepmix_2B3_channel1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	empty_1stepmix_2B3_channel1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/empty_1stepmix_2B3_channel1.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2_DDMDTT_2B1_channel1	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	single cell	cellenONE	2_DDMDTT_2B1_channel1	1	108	2_DDMDTT_2B1_channel1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2_DDMDTT_2B1_channel1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/2_DDMDTT_2B1_channel1.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
3_TrypsinLysConly_3C4_blank_channel1	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	empty	cellenONE	empty	0	109	3_TrypsinLysConly_3C4_blank_channel1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	3_TrypsinLysConly_3C4_blank_channel1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/3_TrypsinLysConly_3C4_blank_channel1.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Substrate_comp_Standard_Method_NanoPOTSchip_1c	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	bulk control	cellenONE	Substrate_comp_Standard_Method_NanoPOTSchip_1c	not applicable	110	Substrate_comp_Standard_Method_NanoPOTSchip_1c	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	Substrate_comp_Standard_Method_NanoPOTSchip_1c.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/Substrate_comp_Standard_Method_NanoPOTSchip_1c.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Tryp_LysC_only_1stepmix_2B4_channel2	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	single cell	cellenONE	Tryp_LysC_only_1stepmix_2B4_channel2	1	111	Tryp_LysC_only_1stepmix_2B4_channel2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	Tryp_LysC_only_1stepmix_2B4_channel2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/Tryp_LysC_only_1stepmix_2B4_channel2.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
DDM_only_1stepmix_1B7_channel1	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	single cell	cellenONE	DDM_only_1stepmix_1B7_channel1	1	112	DDM_only_1stepmix_1B7_channel1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	DDM_only_1stepmix_1B7_channel1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/DDM_only_1stepmix_1B7_channel1.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
3_DTT_only_3B8_channel1	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	single cell	cellenONE	3_DTT_only_3B8_channel1	1	113	3_DTT_only_3B8_channel1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	3_DTT_only_3B8_channel1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/3_DTT_only_3B8_channel1.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
solventblank2_channel1	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	empty	cellenONE	empty	0	114	solventblank2_channel1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	solventblank2_channel1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/solventblank2_channel1.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Substrate_comp_nanoPOTSChip_Rapid_Method_3a	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	single cell	cellenONE	Substrate_comp_nanoPOTSChip_Rapid_Method_3a	1	115	Substrate_comp_nanoPOTSChip_Rapid_Method_3a	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	Substrate_comp_nanoPOTSChip_Rapid_Method_3a.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/Substrate_comp_nanoPOTSChip_Rapid_Method_3a.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
DDMandDTT_1stepmix_1C10_blank_channel2	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	empty	cellenONE	empty	0	116	DDMandDTT_1stepmix_1C10_blank_channel2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	DDMandDTT_1stepmix_1C10_blank_channel2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/DDMandDTT_1stepmix_1C10_blank_channel2.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
