source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[individual]	characteristics[ancestry category]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_04_GB5	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_04_GB5	1	24	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_04_GB5	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_04_GB5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_04_GB5.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_08_GB9	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_08_GB9	1	25	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_08_GB9	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_08_GB9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_08_GB9.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_01_BB2	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_01_BB2	1	26	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_01_BB2	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_01_BB2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_01_BB2.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_48_GD9	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_48_GD9	1	27	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_48_GD9	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_48_GD9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_48_GD9.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_36_GC17	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_36_GC17	1	28	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_36_GC17	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_36_GC17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_36_GC17.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_02_RB3	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_02_RB3	1	29	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_02_RB3	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_02_RB3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_02_RB3.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_36_BC17	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_36_BC17	1	30	20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_36_BC17	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_36_BC17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_36_BC17.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_42_RD3	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_42_RD3	1	31	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_42_RD3	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_42_RD3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_42_RD3.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_30_GC11	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_30_GC11	1	32	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_30_GC11	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_30_GC11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_30_GC11.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_34_GC15	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_34_GC15	1	33	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_34_GC15	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_34_GC15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_34_GC15.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_12_RB13	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_12_RB13	1	34	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_12_RB13	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_12_RB13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_12_RB13.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_12_RB13	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_12_RB13	1	35	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_12_RB13	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_12_RB13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_12_RB13.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_39_GC20	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_39_GC20	1	36	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_39_GC20	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_39_GC20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_39_GC20.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_0cells_01_BE3	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_0cells_01_BE3	0	37	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_0cells_01_BE3	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_0cells_01_BE3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_0cells_01_BE3.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_0cells_02_BE5	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_0cells_02_BE5	0	38	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_0cells_02_BE5	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_0cells_02_BE5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_0cells_02_BE5.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_39_GC20	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_39_GC20	1	39	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_39_GC20	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_39_GC20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_39_GC20.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_33_RC14	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_33_RC14	1	40	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_33_RC14	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_33_RC14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_33_RC14.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_53_RD14	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_53_RD14	1	41	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_53_RD14	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_53_RD14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_53_RD14.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_02_RB3	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_02_RB3	1	42	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_02_RB3	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_02_RB3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_02_RB3.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_23_GC4	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_23_GC4	1	43	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_23_GC4	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_23_GC4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_23_GC4.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_46_GD7	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_46_GD7	1	44	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_46_GD7	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_46_GD7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_46_GD7.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
