source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H14_100pg_AGC50__1	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H14_100pg_AGC50__1	1	22	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H14_100pg_AGC50__1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H14_100pg_AGC50__1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H14_100pg_AGC50__1.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H42_50pg_AGC50__2	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H42_50pg_AGC50__2	1	23	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H42_50pg_AGC50__2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H42_50pg_AGC50__2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H42_50pg_AGC50__2.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY210_200pg_AGC50__2	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY210_200pg_AGC50__2	1	24	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY210_200pg_AGC50__2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY210_200pg_AGC50__2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY210_200pg_AGC50__2.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY210_100pg_AGC50__1	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY210_100pg_AGC50__1	1	25	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY210_100pg_AGC50__1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY210_100pg_AGC50__1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY210_100pg_AGC50__1.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY14_100pg_60K_32	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY14_100pg_60K_32	1	26	20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY14_100pg_60K_32	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY14_100pg_60K_32_.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY14_100pg_60K_32_.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY42_100pg_AGC50__1	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY42_100pg_AGC50__1	1	27	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY42_100pg_AGC50__1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY42_100pg_AGC50__1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY42_100pg_AGC50__1.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H98_50pg_AGC50__2	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H98_50pg_AGC50__2	1	28	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H98_50pg_AGC50__2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H98_50pg_AGC50__2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H98_50pg_AGC50__2.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY98_100pg_120K_32	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY98_100pg_120K_32	1	29	20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY98_100pg_120K_32	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY98_100pg_120K_32_.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY98_100pg_120K_32_.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY434_100pg_60K_35	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY434_100pg_60K_35	1	30	20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY434_100pg_60K_35	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY434_100pg_60K_35_.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY434_100pg_60K_35_.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY210_200pg_AGC50__1	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY210_200pg_AGC50__1	1	31	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY210_200pg_AGC50__1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY210_200pg_AGC50__1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY210_200pg_AGC50__1.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY434_100pg_AGC50__1	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY434_100pg_AGC50__1	1	32	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY434_100pg_AGC50__1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY434_100pg_AGC50__1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY434_100pg_AGC50__1.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY98_50pg_AGC300__2	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY98_50pg_AGC300__2	1	33	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY98_50pg_AGC300__2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY98_50pg_AGC300__2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY98_50pg_AGC300__2.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY210_100pg_60K_35	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY210_100pg_60K_35	1	34	20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY210_100pg_60K_35	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY210_100pg_60K_35_.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY210_100pg_60K_35_.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200820_EXPL8_EVO1_ZY_SA_44min_TMT_No126_200pg_AGC50__1	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_No126_200pg_AGC50__1	1	35	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_No126_200pg_AGC50__1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_No126_200pg_AGC50__1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200820_EXPL8_EVO1_ZY_SA_44min_TMT_No126_200pg_AGC50__1.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY14_100pg_120K_32	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY14_100pg_120K_32	1	36	20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY14_100pg_120K_32	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY14_100pg_120K_32_.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY14_100pg_120K_32_.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H98_50pg_AGC300__2	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H98_50pg_AGC300__2	1	37	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H98_50pg_AGC300__2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H98_50pg_AGC300__2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H98_50pg_AGC300__2.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200820_EXPL8_EVO1_ZY_SA_44min_TMT_No126_50pg_AGC50__2	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_No126_50pg_AGC50__2	1	38	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_No126_50pg_AGC50__2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_No126_50pg_AGC50__2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200820_EXPL8_EVO1_ZY_SA_44min_TMT_No126_50pg_AGC50__2.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY14_200pg_AGC300__1	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY14_200pg_AGC300__1	1	39	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY14_200pg_AGC300__1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY14_200pg_AGC300__1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY14_200pg_AGC300__1.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H14_50pg_AGC50__1	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H14_50pg_AGC50__1	1	40	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H14_50pg_AGC50__1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H14_50pg_AGC50__1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H14_50pg_AGC50__1.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY14_100pg_AGC50__1	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY14_100pg_AGC50__1	1	41	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY14_100pg_AGC50__1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY14_100pg_AGC50__1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY14_100pg_AGC50__1.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY14_100pg_AGC300__2	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY14_100pg_AGC300__2	1	42	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY14_100pg_AGC300__2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY14_100pg_AGC300__2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY14_100pg_AGC300__2.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200820_EXPL8_EVO1_ZY_SA_44min_TMT_No126_50pg_AGC300__1	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_No126_50pg_AGC300__1	1	43	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_No126_50pg_AGC300__1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_No126_50pg_AGC300__1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200820_EXPL8_EVO1_ZY_SA_44min_TMT_No126_50pg_AGC300__1.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
