source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[individual]	characteristics[ancestry category]	characteristics[cell type]	characteristics[cell line]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
HeLa_500nL_1ng_CH2_C11	Homo sapiens	Jurkat cell	not available	not available	not available	not available	not available	not available	not available	HeLa; Jurkat	cell	single cell	FACS	HeLa_500nL_1ng_CH2_C11	1	104	HeLa_500nL_1ng_CH2_C11	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HeLa_500nL_1ng_CH2_C11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043355/HeLa_500nL_1ng_CH2_C11.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	200% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Jurkat_500nL_1ng_CH2_I6	Homo sapiens	Jurkat cell	not available	not available	not available	not available	not available	not available	not available	HeLa; Jurkat	cell	single cell	FACS	Jurkat_500nL_1ng_CH2_I6	1	105	Jurkat_500nL_1ng_CH2_I6	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	Jurkat_500nL_1ng_CH2_I6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043355/Jurkat_500nL_1ng_CH2_I6.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	200% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
200nL_CH2_J4	Homo sapiens	Jurkat cell	not available	not available	not available	not available	not available	not available	not available	HeLa; Jurkat	cell	single cell	FACS	200nL_CH2_J4	1	106	200nL_CH2_J4	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	200nL_CH2_J4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043355/200nL_CH2_J4.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	200% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
50umx15cm_SPE50_100nL_8mz_D19	Homo sapiens	Jurkat cell	not available	not available	not available	not available	not available	not available	not available	HeLa; Jurkat	cell	single cell	FACS	50umx15cm_SPE50_100nL_8mz_D19	1	107	50umx15cm_SPE50_100nL_8mz_D19	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	50umx15cm_SPE50_100nL_8mz_D19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043355/50umx15cm_SPE50_100nL_8mz_D19.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	200% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
50umx15cm_SPE50_100nL_8mz_F18	Homo sapiens	Jurkat cell	not available	not available	not available	not available	not available	not available	not available	HeLa; Jurkat	cell	single cell	FACS	50umx15cm_SPE50_100nL_8mz_F18	1	108	50umx15cm_SPE50_100nL_8mz_F18	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	50umx15cm_SPE50_100nL_8mz_F18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043355/50umx15cm_SPE50_100nL_8mz_F18.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	200% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
HeLa_500nL_1ng_CH2_K7	Homo sapiens	Jurkat cell	not available	not available	not available	not available	not available	not available	not available	HeLa; Jurkat	cell	single cell	FACS	HeLa_500nL_1ng_CH2_K7	1	109	HeLa_500nL_1ng_CH2_K7	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HeLa_500nL_1ng_CH2_K7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043355/HeLa_500nL_1ng_CH2_K7.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	200% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
200nL_CH2_E4	Homo sapiens	Jurkat cell	not available	not available	not available	not available	not available	not available	not available	HeLa; Jurkat	cell	single cell	FACS	200nL_CH2_E4	1	110	200nL_CH2_E4	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	200nL_CH2_E4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043355/200nL_CH2_E4.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	200% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
500nL1ng_CH1_H18	Homo sapiens	Jurkat cell	not available	not available	not available	not available	not available	not available	not available	HeLa; Jurkat	cell	single cell	FACS	500nL1ng_CH1_H18	1	111	500nL1ng_CH1_H18	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	500nL1ng_CH1_H18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043355/500nL1ng_CH1_H18.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	200% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
500nL1ng_CH2_K22	Homo sapiens	Jurkat cell	not available	not available	not available	not available	not available	not available	not available	HeLa; Jurkat	cell	single cell	FACS	500nL1ng_CH2_K22	1	112	500nL1ng_CH2_K22	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	500nL1ng_CH2_K22.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043355/500nL1ng_CH2_K22.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	200% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
HeLa_500nL_1ng_CH2_F7	Homo sapiens	Jurkat cell	not available	not available	not available	not available	not available	not available	not available	HeLa; Jurkat	cell	single cell	FACS	HeLa_500nL_1ng_CH2_F7	1	113	HeLa_500nL_1ng_CH2_F7	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HeLa_500nL_1ng_CH2_F7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043355/HeLa_500nL_1ng_CH2_F7.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	200% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
500nL25ng_CH1_H12	Homo sapiens	Jurkat cell	not available	not available	not available	not available	not available	not available	not available	HeLa; Jurkat	cell	single cell	FACS	500nL25ng_CH1_H12	1	114	500nL25ng_CH1_H12	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	500nL25ng_CH1_H12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043355/500nL25ng_CH1_H12.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	200% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Jurkat_500nL_1ng_CH1_J4	Homo sapiens	Jurkat cell	not available	not available	not available	not available	not available	not available	not available	HeLa; Jurkat	cell	single cell	FACS	Jurkat_500nL_1ng_CH1_J4	1	115	Jurkat_500nL_1ng_CH1_J4	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	Jurkat_500nL_1ng_CH1_J4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043355/Jurkat_500nL_1ng_CH1_J4.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	200% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
200nL_CH2_G3	Homo sapiens	Jurkat cell	not available	not available	not available	not available	not available	not available	not available	HeLa; Jurkat	cell	single cell	FACS	200nL_CH2_G3	1	116	200nL_CH2_G3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	200nL_CH2_G3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043355/200nL_CH2_G3.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	200% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
HeLa_500nL_1ng_CH2_H9	Homo sapiens	Jurkat cell	not available	not available	not available	not available	not available	not available	not available	HeLa; Jurkat	cell	single cell	FACS	HeLa_500nL_1ng_CH2_H9	1	117	HeLa_500nL_1ng_CH2_H9	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HeLa_500nL_1ng_CH2_H9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043355/HeLa_500nL_1ng_CH2_H9.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	200% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
200nL_CH1_D3	Homo sapiens	Jurkat cell	not available	not available	not available	not available	not available	not available	not available	HeLa; Jurkat	cell	single cell	FACS	200nL_CH1_D3	1	118	200nL_CH1_D3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	200nL_CH1_D3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043355/200nL_CH1_D3.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	200% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
200nL_CH2_D7	Homo sapiens	Jurkat cell	not available	not available	not available	not available	not available	not available	not available	HeLa; Jurkat	cell	single cell	FACS	200nL_CH2_D7	1	119	200nL_CH2_D7	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	200nL_CH2_D7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043355/200nL_CH2_D7.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	200% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
200nL_CH1_C4	Homo sapiens	Jurkat cell	not available	not available	not available	not available	not available	not available	not available	HeLa; Jurkat	cell	single cell	FACS	200nL_CH1_C4	1	120	200nL_CH1_C4	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	200nL_CH1_C4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043355/200nL_CH1_C4.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	200% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
500nL1ng_CH2_F18	Homo sapiens	Jurkat cell	not available	not available	not available	not available	not available	not available	not available	HeLa; Jurkat	cell	single cell	FACS	500nL1ng_CH2_F18	1	121	500nL1ng_CH2_F18	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	500nL1ng_CH2_F18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043355/500nL1ng_CH2_F18.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	200% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
50umx15cm_SPE50_100nL_8mz_D23	Homo sapiens	Jurkat cell	not available	not available	not available	not available	not available	not available	not available	HeLa; Jurkat	cell	single cell	FACS	50umx15cm_SPE50_100nL_8mz_D23	1	122	50umx15cm_SPE50_100nL_8mz_D23	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	50umx15cm_SPE50_100nL_8mz_D23.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043355/50umx15cm_SPE50_100nL_8mz_D23.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	200% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
HeLa_500nL_1ng_CH1_I11	Homo sapiens	Jurkat cell	not available	not available	not available	not available	not available	not available	not available	HeLa; Jurkat	cell	single cell	FACS	HeLa_500nL_1ng_CH1_I11	1	123	HeLa_500nL_1ng_CH1_I11	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HeLa_500nL_1ng_CH1_I11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043355/HeLa_500nL_1ng_CH1_I11.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	200% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
QC_10ng_WWA_CH2_BD20_second	Homo sapiens	Jurkat cell	not available	not available	not available	not available	not available	not available	not available	HeLa; Jurkat	cell	bulk control	FACS	QC_10ng_WWA_CH2_BD20_second	not applicable	124	QC_10ng_WWA_CH2_BD20_second	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QC_10ng_WWA_CH2_BD20_second.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043355/QC_10ng_WWA_CH2_BD20_second.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	200% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
QC_50ng_WWA_CH1_BA22_second	Homo sapiens	Jurkat cell	not available	not available	not available	not available	not available	not available	not available	HeLa; Jurkat	cell	bulk control	FACS	QC_50ng_WWA_CH1_BA22_second	not applicable	125	QC_50ng_WWA_CH1_BA22_second	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QC_50ng_WWA_CH1_BA22_second.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043355/QC_50ng_WWA_CH1_BA22_second.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	200% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
200nL_CH2_J2	Homo sapiens	Jurkat cell	not available	not available	not available	not available	not available	not available	not available	HeLa; Jurkat	cell	single cell	FACS	200nL_CH2_J2	1	126	200nL_CH2_J2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	200nL_CH2_J2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043355/200nL_CH2_J2.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	200% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Jurkat_500nL_1ng_CH2_B5	Homo sapiens	Jurkat cell	not available	not available	not available	not available	not available	not available	not available	HeLa; Jurkat	cell	single cell	FACS	Jurkat_500nL_1ng_CH2_B5	1	127	Jurkat_500nL_1ng_CH2_B5	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	Jurkat_500nL_1ng_CH2_B5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043355/Jurkat_500nL_1ng_CH2_B5.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	200% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Jurkat_500nL_1ng_CH2_L6	Homo sapiens	Jurkat cell	not available	not available	not available	not available	not available	not available	not available	HeLa; Jurkat	cell	single cell	FACS	Jurkat_500nL_1ng_CH2_L6	1	128	Jurkat_500nL_1ng_CH2_L6	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	Jurkat_500nL_1ng_CH2_L6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043355/Jurkat_500nL_1ng_CH2_L6.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	200% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
500nL25ng_CH1_D15	Homo sapiens	Jurkat cell	not available	not available	not available	not available	not available	not available	not available	HeLa; Jurkat	cell	single cell	FACS	500nL25ng_CH1_D15	1	129	500nL25ng_CH1_D15	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	500nL25ng_CH1_D15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD043355/500nL25ng_CH1_D15.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	200% NCE	not available	20 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
