source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[individual]	characteristics[ancestry category]	characteristics[cell type]	characteristics[cell line]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
20201210_L1_nUT2_SCP_A549_MTX_CPT_TDX_bulk_R1	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	bulk control	FACS	20201210_L1_nUT2_SCP_A549_MTX_CPT_TDX_bulk_R1	not applicable	113	20201210_L1_nUT2_SCP_A549_MTX_CPT_TDX_bulk_R1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201210_L1_nUT2_SCP_A549_MTX_CPT_TDX_bulk_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20201210_L1_nUT2_SCP_A549_MTX_CPT_TDX_bulk_R1.raw	1	TMTpro126	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201201_L1_nUT2_ES802A_25cm_SCP_TDX_24h_Rxn7	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20201201_L1_nUT2_ES802A_25cm_SCP_TDX_24h_Rxn7	1	114	20201201_L1_nUT2_ES802A_25cm_SCP_TDX_24h_Rxn7	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201201_L1_nUT2_ES802A_25cm_SCP_TDX_24h_Rxn7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20201201_L1_nUT2_ES802A_25cm_SCP_TDX_24h_Rxn7.raw	1	TMTpro127N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20191108_L_nUT2_ES802A_new_tune_SCP_A549_150it_1uS_ADPon_MTX_Set3	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20191108_L_nUT2_ES802A_new_tune_SCP_A549_150it_1uS_ADPon_MTX_Set3	1	115	20191108_L_nUT2_ES802A_new_tune_SCP_A549_150it_1uS_ADPon_MTX_Set3	proteomic profiling by mass spectrometry	1	Set3	NT=Data-dependent acquisition;AC=PRIDE:0000627	20191108_L_nUT2_ES802A_new_tune_SCP_A549_150it_1uS_ADPon_MTX_Set3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20191108_L_nUT2_ES802A_new_tune_SCP_A549_150it_1uS_ADPon_MTX_Set3.raw	1	TMTpro127C	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210216_L1_nUT2_SCP_MTX_3h_Rxn21	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20210216_L1_nUT2_SCP_MTX_3h_Rxn21	1	116	20210216_L1_nUT2_SCP_MTX_3h_Rxn21	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210216_L1_nUT2_SCP_MTX_3h_Rxn21.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20210216_L1_nUT2_SCP_MTX_3h_Rxn21.raw	1	TMTpro128N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn1	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn1	1	117	20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn1.raw	1	TMTpro128C	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn19	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn19	1	118	20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn19	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn19.raw	1	TMTpro129N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210216_L1_nUT2_SCP_MTX_6h_Rxn13	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20210216_L1_nUT2_SCP_MTX_6h_Rxn13	1	119	20210216_L1_nUT2_SCP_MTX_6h_Rxn13	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210216_L1_nUT2_SCP_MTX_6h_Rxn13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20210216_L1_nUT2_SCP_MTX_6h_Rxn13.raw	1	TMTpro129C	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210216_L1_nUT2_SCP_MTX_3h_Rxn4	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20210216_L1_nUT2_SCP_MTX_3h_Rxn4	1	120	20210216_L1_nUT2_SCP_MTX_3h_Rxn4	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210216_L1_nUT2_SCP_MTX_3h_Rxn4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20210216_L1_nUT2_SCP_MTX_3h_Rxn4.raw	1	TMTpro130N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201019_L1_nUT2_ES802A_25cm_SCP_CPT_48h_Rxn10	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20201019_L1_nUT2_ES802A_25cm_SCP_CPT_48h_Rxn10	1	121	20201019_L1_nUT2_ES802A_25cm_SCP_CPT_48h_Rxn10	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201019_L1_nUT2_ES802A_25cm_SCP_CPT_48h_Rxn10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20201019_L1_nUT2_ES802A_25cm_SCP_CPT_48h_Rxn10.raw	1	TMTpro130C	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200914_L1_nUT2_ES802A_25cm_SCP_MTX_24h_Rxn15	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20200914_L1_nUT2_ES802A_25cm_SCP_MTX_24h_Rxn15	1	122	20200914_L1_nUT2_ES802A_25cm_SCP_MTX_24h_Rxn15	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200914_L1_nUT2_ES802A_25cm_SCP_MTX_24h_Rxn15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20200914_L1_nUT2_ES802A_25cm_SCP_MTX_24h_Rxn15.raw	1	TMTpro131N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200914_L1_nUT2_ES802A_25cm_SCP_MTX_24h_Rxn7	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20200914_L1_nUT2_ES802A_25cm_SCP_MTX_24h_Rxn7	1	123	20200914_L1_nUT2_ES802A_25cm_SCP_MTX_24h_Rxn7	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200914_L1_nUT2_ES802A_25cm_SCP_MTX_24h_Rxn7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20200914_L1_nUT2_ES802A_25cm_SCP_MTX_24h_Rxn7.raw	1	TMTpro131C	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210216_L1_nUT2_SCP_MTX_3h_Rxn20	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20210216_L1_nUT2_SCP_MTX_3h_Rxn20	1	124	20210216_L1_nUT2_SCP_MTX_3h_Rxn20	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210216_L1_nUT2_SCP_MTX_3h_Rxn20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20210216_L1_nUT2_SCP_MTX_3h_Rxn20.raw	1	TMTpro132N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201019_L1_nUT2_ES802A_25cm_SCP_CPT_48h_Rxn8	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20201019_L1_nUT2_ES802A_25cm_SCP_CPT_48h_Rxn8	1	125	20201019_L1_nUT2_ES802A_25cm_SCP_CPT_48h_Rxn8	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201019_L1_nUT2_ES802A_25cm_SCP_CPT_48h_Rxn8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20201019_L1_nUT2_ES802A_25cm_SCP_CPT_48h_Rxn8.raw	1	TMTpro132C	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201201_L1_nUT2_ES802A_25cm_SCP_TDX_24h_Rxn4	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20201201_L1_nUT2_ES802A_25cm_SCP_TDX_24h_Rxn4	1	126	20201201_L1_nUT2_ES802A_25cm_SCP_TDX_24h_Rxn4	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201201_L1_nUT2_ES802A_25cm_SCP_TDX_24h_Rxn4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20201201_L1_nUT2_ES802A_25cm_SCP_TDX_24h_Rxn4.raw	1	TMTpro133N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200221_L1_nUT2_ES802A_SCP_A549_MTX_splitCP_Rnx21	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20200221_L1_nUT2_ES802A_SCP_A549_MTX_splitCP_Rnx21	1	127	20200221_L1_nUT2_ES802A_SCP_A549_MTX_splitCP_Rnx21	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200221_L1_nUT2_ES802A_SCP_A549_MTX_splitCP_Rnx21.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20200221_L1_nUT2_ES802A_SCP_A549_MTX_splitCP_Rnx21.raw	1	TMTpro133C	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn16	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn16	1	128	20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn16	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn16.raw	1	TMTpro134N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201015_L1_nUT2_ES802A_25cm_SCP_MTX_48h_Rxn20	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20201015_L1_nUT2_ES802A_25cm_SCP_MTX_48h_Rxn20	1	129	20201015_L1_nUT2_ES802A_25cm_SCP_MTX_48h_Rxn20	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201015_L1_nUT2_ES802A_25cm_SCP_MTX_48h_Rxn20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20201015_L1_nUT2_ES802A_25cm_SCP_MTX_48h_Rxn20.raw	1	TMTpro126	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn14	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn14	1	130	20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn14	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn14.raw	1	TMTpro127N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210216_L1_nUT2_SCP_MTX_3h_Rxn5	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20210216_L1_nUT2_SCP_MTX_3h_Rxn5	1	131	20210216_L1_nUT2_SCP_MTX_3h_Rxn5	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210216_L1_nUT2_SCP_MTX_3h_Rxn5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20210216_L1_nUT2_SCP_MTX_3h_Rxn5.raw	1	TMTpro127C	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201117_L1_nUT2_ES802A_25cm_SCP_CPT_12h_Rxn8	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20201117_L1_nUT2_ES802A_25cm_SCP_CPT_12h_Rxn8	1	132	20201117_L1_nUT2_ES802A_25cm_SCP_CPT_12h_Rxn8	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201117_L1_nUT2_ES802A_25cm_SCP_CPT_12h_Rxn8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20201117_L1_nUT2_ES802A_25cm_SCP_CPT_12h_Rxn8.raw	1	TMTpro128N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
